name,assetPath,previewPath,weaponClass,weaponModelType,promptCategory,prompt
"Lion Tower Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Lion Tower Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Lion Tower Shield.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Lion Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Keep heraldic ornament broad and simplified, never intricate. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Long Staff","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Long Staff.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Long Staff.png","Spear","Weapon","focus","Create a single game inventory icon PNG of 'Long Staff'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact compact silhouette, outer contour, and major mass placement from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly magical object materials with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the object. Do not add gems, chains, particles, glow effects, floating pieces, or ornate detail unless already visible in the reference. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Mace 01","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Mace 01.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Mace 01.png","StraightSword","Weapon","blunt","Create a single game inventory icon PNG of 'Mace 01'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact handle length, handle thickness, head size, head silhouette, and all major spikes or stone masses from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal, wood, or leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the weapon. Do not enlarge the head, do not add more spikes, stones, wraps, pendants, cracks, or painterly details than shown in the prefab reference. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Plain Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Plain Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Plain Shield.png","LightShield","Shield","shield","Create a single game inventory icon PNG of 'Plain Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal and leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Plain Tower Shield 02","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Plain Tower Shield 02.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Plain Tower Shield 02.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Plain Tower Shield 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal and leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Plain Tower Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Plain Tower Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Plain Tower Shield.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Plain Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal and leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Quartered Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Quartered Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Quartered Shield.png","LightShield","Shield","shield","Create a single game inventory icon PNG of 'Quartered Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal and leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Quartered Tower Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Quartered Tower Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Quartered Tower Shield.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Quartered Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal and leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Rapier","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Rapier.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Rapier.png","StraightSword","Weapon","rapier","Create a single game inventory icon PNG of 'Rapier'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact narrow blade length, guard silhouette, grip length, and overall proportions from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal, wood, or leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the rapier. Do not thicken the blade, do not overdecorate the guard, and do not add painterly texture. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Round Buckler","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Round Buckler.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Round Buckler.png","LightShield","Shield","shield","Create a single game inventory icon PNG of 'Round Buckler'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal and leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Scarred Shield 02","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Scarred Shield 02.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Scarred Shield 02.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Scarred Shield 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Wear should be minimal and shape-driven, not texture-heavy. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Scarred Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Scarred Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Scarred Shield.png","LightShield","Shield","shield","Create a single game inventory icon PNG of 'Scarred Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Wear should be minimal and shape-driven, not texture-heavy. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Scarred Tower Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Scarred Tower Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Scarred Tower Shield.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Scarred Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Wear should be minimal and shape-driven, not texture-heavy. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Sheathed Rapier","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Sheathed Rapier.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Sheathed Rapier.png","StraightSword","Weapon","rapier","Create a single game inventory icon PNG of 'Sheathed Rapier'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact narrow blade length, guard silhouette, grip length, and overall proportions from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal, wood, or leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the rapier. Do not thicken the blade, do not overdecorate the guard, and do not add painterly texture. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Sheathed Short Sword","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Sheathed Short Sword.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Sheathed Short Sword.png","StraightSword","Weapon","sword","Create a single game inventory icon PNG of 'Sheathed Short Sword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact blade length, blade width, guard silhouette, grip length, and pommel silhouette from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal, wood, or leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the sword. Do not change proportions, do not add extra ornaments, and do not add painterly texture. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Sheathed Sword","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Sheathed Sword.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Sheathed Sword.png","StraightSword","Weapon","sword","Create a single game inventory icon PNG of 'Sheathed Sword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact blade length, blade width, guard silhouette, grip length, and pommel silhouette from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal, wood, or leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the sword. Do not change proportions, do not add extra ornaments, and do not add painterly texture. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Short Sword","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Short Sword.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Short Sword.png","StraightSword","Weapon","sword","Create a single game inventory icon PNG of 'Short Sword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact blade length, blade width, guard silhouette, grip length, and pommel silhouette from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal, wood, or leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the sword. Do not change proportions, do not add extra ornaments, and do not add painterly texture. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Spiked Mace","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Spiked Mace.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Spiked Mace.png","StraightSword","Weapon","polearm","Create a single game inventory icon PNG of 'Spiked Mace'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shaft length, shaft thickness, head size, head placement, and tip silhouette from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Keep spikes few, large, and exactly positioned like the prefab silhouette. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the polearm. Do not change shaft length, do not enlarge the head, do not add banners, hooks, tassels, or ornaments unless already visible in the reference. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Split Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Split Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Split Shield.png","LightShield","Shield","shield","Create a single game inventory icon PNG of 'Split Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal and leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Split Tower Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Split Tower Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Split Tower Shield.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Split Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal and leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Sword","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Sword.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Sword.png","StraightSword","Weapon","sword","Create a single game inventory icon PNG of 'Sword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact blade length, blade width, guard silhouette, grip length, and pommel silhouette from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal, wood, or leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the sword. Do not change proportions, do not add extra ornaments, and do not add painterly texture. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Templar Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Templar Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Templar Shield.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Templar Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Keep heraldic ornament broad and simplified, never intricate. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Templar Tower Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Templar Tower Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Templar Tower Shield.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Templar Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Keep heraldic ornament broad and simplified, never intricate. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Throwing Knife","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Throwing Knife.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Throwing Knife.png","StraightSword","Weapon","dagger","Create a single game inventory icon PNG of 'Throwing Knife'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact blade length, blade width, guard size, grip length, and pommel silhouette from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly metal, wood, or leather with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the dagger. Do not add extra guard detail, extra serration, gem inlays, or painterly texture. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"War Staff","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/War Staff.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/War Staff.png","Spear","Weapon","focus","Create a single game inventory icon PNG of 'War Staff'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact compact silhouette, outer contour, and major mass placement from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Use simplified low-poly magical object materials with broad flat color areas and minimal texture detail. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the object. Do not add gems, chains, particles, glow effects, floating pieces, or ornate detail unless already visible in the reference. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
"Weathered Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Weathered Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Weathered Shield.png","MediumShield","Shield","shield","Create a single game inventory icon PNG of 'Weathered Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact shield outline, face shape, width, rim thickness, and strap-side mass distribution from the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, and minimal surface noise. Wear should be minimal and shape-driven, not texture-heavy. Composition: one isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Important: preserve the reference proportions exactly. Preserve the same number of major shape masses. Preserve the same wrapping placement, spike placement, head size, handle length, guard shape, and tip shape visible in the prefab preview. Do not redesign the shield. Do not add filigree, extra crests, extra spikes, extra dents, cloth, or painterly texture. Do not round the silhouette. No realism, no painterly brushwork, no ornate reinterpretation, no extra decorative detail, no glow, no text, no watermark."
